fairness_rank,experiment,fairness_rank_score,objective,site_energy_rank,site_energy_rank_score,peak_demand_rank,peak_demand_rank_score,peak_to_valley_ratio_rank,peak_to_valley_ratio_rank_score,load_factor_rank,load_factor_rank_score,system_ramping_rank,system_ramping_rank_score
,mappo_grouped_tarmac_hybrid_agglomerative_3f_C_heatmax_nslmean_vt_500_seed2,,site_energy,79.0,79.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_I_no_capacity_comfort_vt_500_seed0,,site_energy,80.0,80.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_full_expert_stable_heads_3f_vt_seed1,,site_energy,81.0,81.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_G_heatmean_comfort_vt_500_seed2,,site_energy,82.0,82.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed1,,site_energy,83.0,83.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_B_hvac_nslmean_vt_500_seed1,,site_energy,84.0,84.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_gmm_capacity_load_5f_linear_vt_500_final,,site_energy,85.0,85.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed0,,site_energy,86.0,86.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_I_no_capacity_comfort_vt_500_seed2,,site_energy,87.0,87.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_full_expert_stable_heads_3f_vt_seed42,,site_energy,88.0,88.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_kmeans_capacity_load_5f_linear_vt_500_seed0,,site_energy,89.0,89.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed1,,site_energy,90.0,90.0,,,,,,,,
,mappo_grouped_powernet_global_agglomerative_capacity_load_5f_vt_500_final,,site_energy,91.0,91.0,,,,,,,,
,mappo_grouped_tarmac_soc6f_agglomerative_linear_vt_500_seed1,,site_energy,92.0,92.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_D_heatmean_nslmax_vt_500_seed0,,site_energy,93.0,93.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_I_no_capacity_comfort_vt_500_seed1,,site_energy,94.0,94.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_gmm_capacity_load_5f_linear_vt_500_seed1,,site_energy,95.0,95.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp07_prior07_vt_500_final,,site_energy,96.0,96.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_E_hvac_nslmax_vt_500_seed0,,site_energy,97.0,97.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_comfort15_binary30_degree10_seed0,,site_energy,98.0,98.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed2,,site_energy,99.0,99.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_final,,site_energy,100.0,100.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed1,,site_energy,101.0,101.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed2,,site_energy,102.0,102.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_final,,site_energy,103.0,103.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_H_heatmean_tempstd_vt_500_seed1,,site_energy,104.0,104.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_F_heatmax_nslmax_vt_500_seed1,,site_energy,105.0,105.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_three_stage_full_expert_3f_vt_seed42,,site_energy,106.0,106.0,,,,,,,,
,mappo_grouped_tarmac_soc6f_agglomerative_linear_vt_500_seed0,,site_energy,107.0,107.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_F_heatmax_nslmax_vt_500_seed2,,site_energy,108.0,108.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp05_prior1_vt_500_final,,site_energy,109.0,109.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_5f_linear_vt_500_seed42,,site_energy,110.0,110.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed0,,site_energy,111.0,111.0,,,,,,,,
,mappo_grouped_powernet_global_kmeans_operational_profile_vt_500_final,,site_energy,112.0,112.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_5f_linear_vt_500_seed0,,site_energy,113.0,113.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed2,,site_energy,114.0,114.0,,,,,,,,
,mappo_standard_vt_500_final3,,site_energy,115.0,115.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_kmeans_static_extended_vt_500_final,,site_energy,116.0,116.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed1,,site_energy,117.0,117.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed0,,site_energy,118.0,118.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp05_prior1_vt_500_seed0,,site_energy,119.0,119.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_5f_linear_vt_500_seed1,,site_energy,120.0,120.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_D_heatmean_nslmax_vt_500_seed2,,site_energy,121.0,121.0,,,,,,,,
,mappo_grouped_powernet_global_agglomerative_capacity_load_3f_vt_500_final,,site_energy,122.0,122.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_B_hvac_nslmean_vt_500_seed0,,site_energy,123.0,123.0,,,,,,,,
,mappo_grouped_powernet_global_gmm_capacity_load_5f_vt_500_final,,site_energy,124.0,124.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed0,,site_energy,125.0,125.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed0,,site_energy,126.0,126.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed2,,site_energy,127.0,127.0,,,,,,,,
,mappo_grouped_powernet_vt_500_final2,,site_energy,128.0,128.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed2,,site_energy,129.0,129.0,,,,,,,,
,mappo_grouped_tarmac_soc_regrouping_source_3f_vt_january,,site_energy,130.0,130.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed0,,peak_demand,,,1.0,1.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed1,,peak_demand,,,2.0,2.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed0,,peak_demand,,,3.0,3.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed0,,peak_demand,,,4.0,4.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed2,,peak_demand,,,5.0,5.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed1,,peak_demand,,,6.0,6.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed2,,peak_demand,,,7.0,7.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed1,,peak_demand,,,8.0,8.5,,,,,,
,rllib_sac_vt_500_final2,,peak_demand,,,9.0,9.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed2,,peak_demand,,,10.0,9.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed0,,peak_demand,,,11.0,10.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed2,,peak_demand,,,12.0,11.5,,,,,,
,rbc_baseline_vt_february,,peak_demand,,,13.0,14.0,,,,,,
,mappo_grouped_powernet_global_agglomerative_capacity_load_4f_vt_500_final,,peak_demand,,,14.0,14.5,,,,,,
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_3f_linear_vt_500_seed0,,peak_demand,,,15.0,16.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed1,,peak_demand,,,16.0,17.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_I_no_capacity_comfort_vt_500_seed0,,peak_demand,,,17.0,18.0,,,,,,
,mappo_grouped_commnet_vt_500_final2,,peak_demand,,,18.0,19.5,,,,,,
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_3f_linear_vt_500_seed42,,peak_demand,,,19.0,19.5,,,,,,
,mappo_grouped_tarmac_soft_router_agglomerative_5f_capacity_router_prior05_vt_500_final,,peak_demand,,,20.0,20.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_static_operational_vt_500_final,,peak_demand,,,21.0,20.5,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed3,,peak_demand,,,22.0,21.5,,,,,,
,mappo_grouped_tarmac_soft_router_vt_500_final_stable_temperature_1_warmup_100,,peak_demand,,,23.0,22.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed1,,peak_demand,,,24.0,25.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_C_heatmax_nslmean_vt_500_seed0,,peak_demand,,,25.0,25.5,,,,,,
,mappo_grouped_tarmac_soft_router_agglomerative_5f_capacity_router_vt_500_final,,peak_demand,,,26.0,25.5,,,,,,
,mappo_grouped_powernet_global_vt_500_final2,,peak_demand,,,27.0,26.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_D_heatmean_nslmax_vt_500_seed1,,peak_demand,,,28.0,28.0,,,,,,
,mappo_grouped_tarmac_hybrid_gmm_capacity_load_5f_linear_vt_500_seed1,,peak_demand,,,29.0,29.5,,,,,,
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_3f_linear_vt_500_seed1,,peak_demand,,,30.0,30.5,,,,,,
,mappo_grouped_tarmac_soc6f_agglomerative_linear_vt_500_seed0,,peak_demand,,,31.0,30.5,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp05_prior1_no_capacity_vt_500_final,,peak_demand,,,32.0,33.0,,,,,,
,mappo_grouped_tarmac_soft_router_vt_500_final_balanced_temperature0.7_warmup50,,peak_demand,,,33.0,33.5,,,,,,
,rllib_independent_ppo_vt_80_final2,,peak_demand,,,34.0,34.5,,,,,,
,mappo_grouped_tarmac_hybrid_kmeans_operational_profile_vt_500_final,,peak_demand,,,35.0,35.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_I_no_capacity_comfort_vt_500_seed1,,peak_demand,,,36.0,36.5,,,,,,
,mappo_grouped_dial_vt_500_final2,,peak_demand,,,37.0,39.0,,,,,,
,mappo_grouped_comm_weighted_a090_b010_vt_500_final2,,peak_demand,,,38.0,41.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed0,,peak_demand,,,39.0,41.5,,,,,,
,mappo_grouped_vt_500_final3,,peak_demand,,,40.0,45.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_I_no_capacity_comfort_vt_500_seed2,,peak_demand,,,41.0,45.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed3,,peak_demand,,,42.0,46.5,,,,,,
,mappo_grouped_powernet_global_kmeans_static_extended_vt_500_final,,peak_demand,,,43.0,47.5,,,,,,
,mappo_grouped_tarmac_hybrid_kmeans_capacity_load_5f_linear_vt_500_seed1,,peak_demand,,,44.0,47.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed2,,peak_demand,,,45.0,48.0,,,,,,
,mappo_grouped_tarmac_hybrid_kmeans_capacity_load_5f_linear_vt_500_seed0,,peak_demand,,,46.0,48.0,,,,,,
,mappo_grouped_tarmac_soft_router_agglomerative_5f_no_capacity_router_vt_500_final,,peak_demand,,,47.0,48.0,,,,,,
,mappo_grouped_tarmac_vt_500_final2,,peak_demand,,,48.0,48.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed2,,peak_demand,,,49.0,48.5,,,,,,
,mappo_grouped_tarmac_hybrid_gmm_capacity_load_5f_linear_vt_500_final,,peak_demand,,,50.0,50.5,,,,,,
,mappo_grouped_powernet_global_kmeans_operational_profile_vt_500_final,,peak_demand,,,51.0,51.0,,,,,,
,mappo_grouped_powernet_vt_500_final2,,peak_demand,,,52.0,51.0,,,,,,
,mappo_grouped_powernet_global_agglomerative_static_operational_vt_500_final,,peak_demand,,,53.0,52.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_G_heatmean_comfort_vt_500_seed0,,peak_demand,,,54.0,53.5,,,,,,
,mappo_grouped_powernet_global_agglomerative_capacity_load_3f_vt_500_final,,peak_demand,,,55.0,55.0,,,,,,
,mappo_grouped_tarmac_hybrid_kmeans_capacity_load_5f_linear_vt_500_final,,peak_demand,,,56.0,56.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_comfort15_binary30_degree10_seed0,,peak_demand,,,57.0,56.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_C_heatmax_nslmean_vt_500_seed1,,peak_demand,,,58.0,58.0,,,,,,
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_5f_linear_vt_500_seed0,,peak_demand,,,59.0,58.0,,,,,,
,mappo_grouped_gat_vt_500_final2,,peak_demand,,,60.0,59.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed2,,peak_demand,,,61.0,61.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_F_heatmax_nslmax_vt_500_seed2,,peak_demand,,,62.0,61.5,,,,,,
,mappo_grouped_tarmac_soft_router_agglomerative_5f_capacity_router_temp05_vt_500_final,,peak_demand,,,63.0,61.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_G_heatmean_comfort_vt_500_seed2,,peak_demand,,,64.0,62.0,,,,,,
,mappo_grouped_tarmac_hybrid_linear_vt_500_final2,,peak_demand,,,65.0,65.0,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed2,,peak_demand,,,66.0,67.0,,,,,,
,mappo_grouped_tarmac_soc6f_agglomerative_linear_vt_500_seed1,,peak_demand,,,67.0,67.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_E_hvac_nslmax_vt_500_seed2,,peak_demand,,,68.0,69.0,,,,,,
,mappo_grouped_comm_v2_vt_500_final2,,peak_demand,,,69.0,70.5,,,,,,
,mappo_grouped_tarmac_energy4f_agglomerative_linear_vt_500_seed1,,peak_demand,,,70.0,72.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_E_hvac_nslmax_vt_500_seed1,,peak_demand,,,71.0,72.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed0,,peak_demand,,,72.0,72.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_final,,peak_demand,,,73.0,72.5,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp05_prior1_vt_500_seed0,,peak_demand,,,74.0,74.5,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp07_prior07_vt_500_final,,peak_demand,,,75.0,75.5,,,,,,
,mappo_grouped_powernet_global_gmm_capacity_load_5f_vt_500_final,,peak_demand,,,76.0,76.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed1,,peak_demand,,,77.0,78.0,,,,,,
,mappo_grouped_tarmac_soft_router_vt_500_final_sharp_temperature_0.5_warmup_50,,peak_demand,,,78.0,78.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_C_heatmax_nslmean_vt_500_seed2,,peak_demand,,,79.0,79.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_G_heatmean_comfort_vt_500_seed1,,peak_demand,,,80.0,79.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_D_heatmean_nslmax_vt_500_seed0,,peak_demand,,,81.0,80.0,,,,,,
,mappo_grouped_powernet_global_gmm_static_operational_vt_500_final,,peak_demand,,,82.0,80.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_H_heatmean_tempstd_vt_500_seed1,,peak_demand,,,83.0,80.5,,,,,,
,mappo_grouped_tarmac_energy4f_agglomerative_linear_vt_500_seed42,,peak_demand,,,84.0,81.0,,,,,,
,mappo_grouped_powernet_global_kmeans_capacity_load_5f_vt_500_final,,peak_demand,,,85.0,82.5,,,,,,
,mappo_grouped_comm_weighted_a055_b045_vt_500_final2,,peak_demand,,,86.0,84.5,,,,,,
,mappo_grouped_tarmac_hybrid_gmm_static_operational_vt_500_final,,peak_demand,,,87.0,86.0,,,,,,
,mappo_grouped_tarmac_hybrid_vt_500_final2,,peak_demand,,,88.0,87.0,,,,,,
,mappo_grouped_tarmac_soft_router_full_expert_stable_heads_3f_vt_seed42,,peak_demand,,,89.0,87.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_F_heatmax_nslmax_vt_500_seed1,,peak_demand,,,90.0,87.5,,,,,,
,mappo_grouped_tarmac_hybrid_gated_vt_500_final2,,peak_demand,,,91.0,87.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed2,,peak_demand,,,92.0,89.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_seed2,,peak_demand,,,93.0,92.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_E_hvac_nslmax_vt_500_seed0,,peak_demand,,,94.0,92.5,,,,,,
,mappo_grouped_tarmac_hybrid_kmeans_static_extended_vt_500_final,,peak_demand,,,95.0,93.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_seed3,,peak_demand,,,96.0,95.0,,,,,,
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_5f_linear_vt_500_seed1,,peak_demand,,,97.0,97.0,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed1,,peak_demand,,,98.0,97.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_F_heatmax_nslmax_vt_500_seed0,,peak_demand,,,99.0,100.0,,,,,,
,mappo_grouped_tarmac_soft_router_full_expert_stable_heads_3f_vt_seed1,,peak_demand,,,100.0,100.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed0,,peak_demand,,,101.0,102.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_H_heatmean_tempstd_vt_500_seed0,,peak_demand,,,102.0,102.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_comfort15_binary30_degree10_seed2,,peak_demand,,,103.0,103.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_B_hvac_nslmean_vt_500_seed0,,peak_demand,,,104.0,103.5,,,,,,
,mappo_grouped_comm_weighted_default_vt_500_final2,,peak_demand,,,105.0,105.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_D_heatmean_nslmax_vt_500_seed2,,peak_demand,,,106.0,106.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed1,,peak_demand,,,107.0,107.0,,,,,,
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_5f_linear_vt_500_seed42,,peak_demand,,,108.0,107.5,,,,,,
,mappo_grouped_tarmac_soft_router_three_stage_shared_3f_vt_1500_seed42,,peak_demand,,,109.0,110.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed0,,peak_demand,,,110.0,111.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed1,,peak_demand,,,111.0,111.5,,,,,,
,mappo_grouped_tarmac_soc6f_agglomerative_linear_vt_500_seed42,,peak_demand,,,112.0,111.5,,,,,,
,mappo_grouped_tarmac_energy4f_agglomerative_linear_vt_500_seed0,,peak_demand,,,113.0,112.5,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_B_hvac_nslmean_vt_500_seed2,,peak_demand,,,114.0,113.0,,,,,,
,mappo_grouped_powernet_global_agglomerative_capacity_load_5f_vt_500_final,,peak_demand,,,115.0,115.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_comfort15_binary30_degree10_seed1,,peak_demand,,,116.0,115.0,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed3,,peak_demand,,,117.0,115.0,,,,,,
